id,school,sex,age.x,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian.x,traveltime.x,studytime.x,failures.x,schoolsup.x,famsup.x,paid.x,activities.x,higher.x,romantic.x,famrel.x,freetime.x,goout.x,Dalc.x,Walc.x,health.x,absences.x,G1.x,G2.x,G3.x,guardian.y,traveltime.y,studytime.y,failures.y,schoolsup.y,famsup.y,paid.y,activities.y,higher.y,romantic.y,famrel.y,freetime.y,goout.y,Dalc.y,Walc.y,health.y,absences.y,G1.y,G2.y,G3.y,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,J1,J2,J3,J4,J5,J6,J7,J8,J9,J10,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
181,GP,M,15,U,GT3,A,2,2,other,other,home,yes,yes,other,1,3,0,no,yes,no,no,yes,yes,4,5,2,1,1,3,0,14,16,16,other,1,3,0,no,yes,no,no,yes,yes,4,5,2,1,1,3,0,14,14,15,4,5,4,4,4,4,4,3,2,4,1,4,4,4,4,3,4,4,1,1,5,1,2,3,4,4,4,4,2,3,2,2,2,4,4,4,2,4,4,2,2,2,2,4,5,4,4,4,4,4,2,2,1,3,4,5,4,2,2,3,4,2,4,4,4,4,4,5,2,2,2,3,2,2,4,2,2,2,2,2,3,2,2,3,2,2,3,4,1,2,4,4,4,2,2,4,3,4,2,3,4,3,4,3,2,1,4,2,4,3,3,3,4,2,2,2,2,4,3,4,4,4,4,2,4,4,4,5,2,2,4,2,2,2,2,2,3,2,3,3,4,4,2,4,3,4,2,4,2,3,4,4,4,2,2,2,2,2,4,2,3,4,3
182,GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,16,18,18,mother,1,2,0,no,yes,no,yes,yes,no,5,4,4,1,1,1,0,16,16,16,2,3,3,3,3,2,3,5,4,4,4,5,5,5,4,4,4,5,4,3,4,1,1,4,5,4,4,4,3,2,1,1,2,2,3,2,4,4,5,5,2,4,2,1,1,3,1,3,1,4,4,1,2,2,4,3,2,1,3,5,5,4,5,2,1,1,1,1,5,4,5,5,5,5,4,5,1,2,3,1,3,1,2,3,3,4,3,2,2,3,3,3,2,5,5,5,5,4,3,4,2,1,1,5,3,5,5,5,1,1,5,1,4,4,2,2,5,2,2,4,1,4,5,4,3,3,1,3,3,2,3,3,4,3,3,5,5,5,5,5,3,4,1,3,3,3,3,4,4,4,5,4,5,3,3,4,4,3,1,1,2,2,3
183,GP,M,15,U,GT3,A,4,4,other,services,reputation,no,yes,mother,1,4,0,no,yes,no,yes,yes,yes,1,3,3,5,5,3,4,13,13,12,mother,1,4,0,no,yes,no,yes,yes,yes,1,3,3,5,5,3,0,11,12,12,5,4,5,5,5,4,5,1,1,1,4,4,5,4,4,4,5,4,2,4,1,1,1,2,5,4,2,2,4,2,2,2,3,4,4,4,4,3,4,1,2,2,2,3,2,3,2,4,2,2,4,3,3,4,4,5,4,2,2,1,1,2,3,4,4,4,4,4,2,2,1,0,2,4,4,4,2,4,5,1,3,2,2,2,4,4,2,2,2,3,5,4,2,4,4,3,5,4,2,2,4,1,1,1,1,1,1,2,5,5,4,5,5,5,2,4,3,3,3,4,2,2,2,3,2,4,4,2,1,1,2,2,2,2,2,4,3,3,2,4,4,4,2,4,2,4,2,4,2,2,3,4,4,4,4,4,2,3,4,1,2,4,5
184,GP,M,15,U,GT3,T,2,2,other,other,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,no,4,2,2,1,2,5,2,12,12,11,mother,1,1,0,no,yes,no,no,yes,no,4,2,2,1,2,5,8,11,12,12,5,4,5,5,4,4,4,2,1,4,4,3,5,5,5,4,4,4,5,1,3,2,1,3,5,4,4,4,4,4,3,1,2,2,3,5,5,4,4,4,1,4,2,1,1,4,4,4,2,2,2,2,1,4,4,1,5,3,1,2,2,4,2,4,1,1,1,2,5,4,4,5,4,4,4,4,1,2,4,3,1,0,4,2,4,5,2,4,1,5,4,5,4,5,4,5,4,0,4,2,3,2,2,4,4,4,4,2,4,4,2,2,4,4,2,4,4,4,2,2,2,4,4,5,5,5,4,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,5,5,4,4,4,1,2,2,2,2,2,1,5,5,5
185,GP,M,15,U,GT3,T,2,2,services,services,course,yes,yes,father,1,1,0,yes,yes,no,no,yes,no,5,4,1,1,1,1,0,8,8,11,father,1,1,0,yes,yes,no,no,yes,no,5,4,1,1,1,1,0,9,10,10,4,1,4,3,1,1,3,5,2,1,1,3,5,4,3,5,1,1,1,4,5,1,1,1,1,3,1,1,5,5,5,3,3,1,1,5,5,3,3,4,5,4,1,1,1,1,1,1,1,5,5,5,1,1,1,1,3,1,1,5,5,5,4,1,1,1,1,1,5,5,1,5,5,1,1,1,1,5,4,1,1,5,1,5,4,3,5,1,5,1,1,1,1,4,5,1,4,1,1,1,1,1,1,5,5,5,5,5,1,1,1,5,1,3,5,5,5,5,1,1,1,1,1,4,1,1,3,1,3,5,1,2,4,5,5,5,1,5,5,5,1,1,1,5,1,5,4,3,1,1,1,1,1,5,5,1,4,3,3,1,1,1,1
186,GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,16,14,15,father,1,4,0,no,yes,no,yes,yes,no,5,5,4,1,2,5,6,14,13,13,4,3,5,5,4,3,4,5,1,3,4,3,4,5,4,2,4,4,3,4,3,2,2,2,4,4,3,2,2,3,2,1,3,3,2,3,3,3,2,2,2,3,3,2,4,4,4,4,2,4,4,1,1,4,4,2,4,4,1,2,4,1,3,3,3,2,4,4,2,3,2,4,4,2,4,2,2,3,2,3,3,2,4,4,4,5,4,1,1,3,4,2,2,2,2,2,2,3,2,2,4,2,3,2,2,3,4,2,4,4,3,4,3,4,2,4,4,4,4,1,1,3,3,2,4,4,3,4,2,2,4,3,5,4,4,4,4,4,4,4,4,4,2,3,5,4,2,3,2,5,2,1,1,3,1,2,2,2,2,2,3,4,2
187,GP,M,15,U,GT3,T,2,3,other,other,home,no,yes,mother,1,3,0,yes,no,yes,no,yes,no,5,3,2,1,2,5,4,11,10,11,mother,1,3,0,yes,no,no,no,yes,no,5,3,2,1,2,5,2,10,9,9,5,5,5,5,5,4,5,2,1,2,4,4,4,3,4,5,2,5,4,4,2,1,4,2,3,2,4,1,4,4,4,4,5,4,5,2,1,4,3,1,4,3,2,4,4,5,5,5,5,1,1,1,2,4,5,2,5,5,1,3,5,1,4,5,5,5,5,5,1,1,1,1,1,4,5,3,3,4,4,2,3,1,2,4,5,1,2,4,1,5,5,4,4,5,3,5,5,3,4,3,4,2,2,3,1,1,5,4,2,3,2,2,2,4,5,5,5,5,5,5,1,2,2,4,2,3,5,2,2,1,2,2,1,1,1,2,2,1,2,4,5,5,1,5,2,4,2,4,4,4,4,4,4,2,2,5,2,5,4,4,3,3,5
188,GP,M,15,U,GT3,T,2,3,other,services,course,no,yes,father,1,1,0,yes,yes,yes,yes,yes,yes,3,2,2,1,3,3,2,10,12,12,father,1,1,0,yes,yes,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,12,2,4,3,3,2,3,4,4,3,3,5,4,4,5,3,3,3,5,2,3,2,1,1,1,4,3,4,2,2,5,3,3,2,3,5,4,4,3,3,2,2,3,2,1,2,5,3,3,2,1,5,1,2,1,3,1,5,3,3,3,5,1,4,4,3,1,2,3,2,1,3,5,5,5,4,5,1,1,2,5,2,1,4,4,5,4,4,5,3,3,2,2,1,5,5,4,5,3,3,4,2,1,1,4,4,3,3,2,1,1,1,1,3,1,3,2,5,3,1,3,5,4,4,5,3,5,5,4,1,1,1,1,1,4,3,5,2,5,5,5,4,4,1,2,3,3,2,3,5,5,3,5,2,5,3,3,4,2,2,2,1,2,4
189,GP,M,15,U,GT3,T,3,4,other,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,5,1,1,1,5,0,14,15,15,mother,1,2,0,no,yes,no,yes,yes,no,5,5,1,1,1,5,0,12,12,13,2,3,3,4,3,3,3,3,2,2,3,4,5,4,4,3,4,5,3,2,3,2,1,3,4,3,4,4,3,3,2,2,2,4,3,3,3,4,4,3,3,3,4,2,2,3,3,4,2,3,4,2,2,3,4,1,4,4,2,2,4,2,2,3,2,3,2,3,4,4,3,4,4,3,3,2,1,2,4,4,4,4,3,3,4,3,2,3,1,3,4,4,3,3,3,3,4,2,3,3,4,3,3,3,3,4,3,3,3,3,0,4,4,4,3,3,4,4,4,3,3,3,3,2,4,4,2,3,3,2,3,3,2,3,4,4,4,3,4,5,4,4,3,4,3,4,5,4,3,2,3,2,3,3,2,4,3,3,3,4,4,4,2
19,GP,F,15,U,GT3,T,2,3,other,other,other,yes,no,father,2,1,0,no,yes,no,yes,yes,no,3,5,1,1,1,5,0,8,7,6,father,2,1,0,no,yes,no,yes,yes,no,3,5,1,1,1,5,4,11,11,11,2,4,4,4,4,4,4,3,2,2,4,3,4,4,4,3,4,4,3,4,2,3,3,2,4,3,4,2,4,4,2,2,3,4,3,3,3,4,3,3,2,3,2,3,3,4,4,4,3,2,3,3,3,3,4,2,4,4,2,3,4,2,3,3,4,4,3,4,3,3,2,3,3,5,3,4,2,4,4,2,4,2,4,3,2,3,2,2,2,3,4,4,4,4,4,4,4,3,3,4,4,2,2,3,4,3,4,4,3,3,2,3,2,4,2,4,4,4,4,3,2,2,2,3,4,4,3,4,4,2,3,2,3,3,2,4,4,4,4,4,4,3,4,4,2,4,4,4,2,2,4,4,4,3,3,4,4,3,4,3,2,4,3
190,GP,M,15,U,GT3,T,3,4,other,other,reputation,yes,yes,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,6,14,13,13,father,1,1,0,no,no,no,no,yes,no,3,4,3,1,2,4,2,14,13,14,2,5,4,2,3,3,4,4,4,5,5,4,4,5,4,4,2,4,3,4,4,2,5,4,3,4,4,3,2,2,3,3,4,4,4,4,4,4,3,1,1,2,1,3,3,4,2,4,4,2,4,3,3,4,2,1,3,3,2,3,2,2,4,4,4,4,4,4,3,2,0,3,2,3,5,4,3,2,2,4,3,2,2,3,5,4,3,4,4,2,4,2,2,3,5,4,4,4,2,4,2,1,1,2,3,2,4,2,2,4,4,2,2,2,5,4,2,2,4,4,4,4,4,4,5,5,4,4,1,1,2,1,1,4,4,4,4,4,4,4,4,2,4,1,3,4,4,2,2,2,5,2,4,4,3,4,4,4,4,4,4,4,3
191,GP,M,15,U,GT3,T,3,4,services,services,home,yes,yes,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,0,13,13,12,father,1,1,0,yes,no,no,no,yes,no,5,5,5,3,2,5,2,9,9,9,4,3,5,4,4,4,5,2,2,2,3,3,2,4,4,2,3,2,4,3,2,2,2,2,2,3,2,3,4,4,4,4,3,2,2,2,2,2,2,4,2,4,4,3,2,4,3,4,4,2,5,2,2,2,4,2,4,4,4,4,4,3,4,2,2,2,4,4,2,4,4,3,3,5,4,5,3,4,4,5,3,5,2,3,2,3,2,3,2,4,4,3,2,3,4,2,4,2,2,3,3,2,2,2,2,2,2,2,5,4,4,4,5,5,3,4,5,4,4,3,2,2,2,4,3,4,2,3,2,2,2,2,2,3,3,4,3,3,2,4,3,2,4,4,2,2,3,2,4,4,4,5,4,3,2,2,2,2,2,3,3,4,4
192,GP,M,15,U,GT3,T,4,0,teacher,other,course,yes,yes,mother,2,4,0,no,no,no,yes,yes,no,3,4,3,1,1,1,8,11,11,10,mother,2,4,0,no,no,no,yes,yes,no,3,4,3,1,1,1,0,12,11,11,2,5,4,2,5,3,4,3,3,2,4,4,4,5,2,4,4,3,4,2,2,4,4,3,5,4,2,4,2,2,4,4,2,4,5,2,4,3,4,3,3,4,2,2,4,2,5,3,2,2,2,1,2,4,5,4,5,5,2,2,3,2,2,4,1,4,2,2,3,4,2,5,4,4,5,2,1,4,4,1,2,1,2,4,4,4,5,2,2,2,3,2,3,4,5,5,5,3,2,3,2,5,5,4,4,5,4,4,1,1,4,2,4,5,4,4,5,5,4,4,1,4,3,4,4,4,2,4,2,4,4,4,4,2,5,5,4,4,5,5,5,4,3,4,2,4,5,4,4,4,4,2,4,1,2,3,2,3,4,3,5,4,3
193,GP,M,15,U,GT3,T,4,2,health,services,other,yes,yes,mother,1,1,0,no,no,yes,no,yes,no,2,2,4,2,4,1,4,15,16,15,mother,1,1,0,no,no,no,no,yes,no,2,2,4,2,4,1,0,11,11,11,5,5,5,4,4,4,4,2,2,2,4,4,5,5,4,4,5,5,4,2,3,2,2,4,4,4,4,4,2,2,2,1,2,3,4,4,4,4,4,3,2,2,2,4,4,4,4,4,2,2,2,2,2,3,4,1,4,2,2,3,4,2,4,4,4,4,4,4,2,2,2,3,2,4,4,4,2,3,3,2,2,2,2,2,2,2,2,2,1,4,4,4,4,3,4,4,4,4,2,3,3,2,2,2,2,3,2,2,4,4,4,4,5,2,2,3,3,4,2,2,2,4,4,4,4,5,4,4,2,2,2,2,2,2,4,4,3,4,4,4,4,4,2,4,4,4,4,3,4,3,2,4,4,2,2,2,2,3,4,2,4,4,3
194,GP,M,15,U,GT3,T,4,2,other,other,course,yes,yes,mother,1,4,0,no,no,no,no,yes,no,3,3,3,1,1,3,0,10,10,10,mother,1,4,0,no,no,no,no,yes,no,3,3,3,1,1,3,0,11,9,10,5,5,4,5,5,4,4,4,1,4,3,3,5,4,5,2,4,4,2,4,4,3,3,3,5,5,2,4,4,2,1,3,1,3,3,4,4,4,3,3,2,3,3,3,3,5,3,4,3,1,4,1,2,3,3,1,3,4,3,3,2,3,3,4,4,3,5,5,1,2,2,1,3,3,5,3,2,4,3,2,3,3,2,3,3,3,2,3,1,4,4,4,4,3,3,4,3,3,3,3,3,4,3,1,3,1,3,1,5,4,4,4,4,3,3,3,5,4,4,3,2,2,2,3,2,4,4,5,1,1,2,2,4,2,4,4,2,3,3,4,4,4,2,4,3,3,4,5,3,2,4,4,3,2,3,3,2,4,2,1,4,4,3
195,GP,M,15,U,GT3,T,4,2,teacher,other,home,yes,no,mother,1,2,0,no,yes,yes,no,yes,no,4,3,3,2,2,5,2,15,15,14,mother,1,2,0,no,yes,no,no,yes,no,4,3,3,2,2,5,4,11,12,13,2,4,2,3,3,3,4,3,2,1,3,2,4,4,2,5,4,5,3,3,3,5,3,3,0,2,5,2,4,3,2,3,3,4,2,4,4,4,5,4,2,4,3,1,4,4,4,0,4,2,3,2,4,2,5,5,4,4,3,2,4,3,3,4,3,3,4,3,3,2,4,3,3,4,5,4,1,4,3,2,3,1,4,5,4,4,3,5,1,3,4,4,5,4,5,5,5,2,3,4,5,2,1,1,1,3,2,4,4,4,2,4,5,5,3,5,5,4,3,3,3,3,2,4,4,5,3,3,2,3,2,2,4,3,4,4,4,4,4,5,4,3,2,3,2,4,2,3,2,3,3,4,5,4,5,4,4,3,5,5,2,4,2
196,GP,M,15,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,2,2,0,no,yes,yes,no,yes,no,5,4,3,1,2,3,2,10,10,11,mother,2,2,0,no,yes,no,no,yes,no,5,4,3,1,2,3,0,12,12,13,4,4,4,4,4,4,4,0,1,2,5,3,4,4,4,3,4,5,4,3,5,1,4,1,2,3,4,2,1,4,5,1,5,4,4,5,4,4,5,2,2,4,4,2,5,4,3,5,5,1,3,4,1,4,5,1,5,5,1,1,3,2,5,2,1,5,4,4,5,5,4,5,3,4,1,5,1,5,5,1,1,1,4,3,4,4,5,4,2,4,2,4,3,4,4,5,5,4,4,5,4,3,3,5,5,4,4,4,2,4,5,3,3,5,5,5,5,3,5,4,4,4,3,4,5,5,4,2,1,1,4,3,2,4,4,5,4,5,4,5,4,2,4,0,4,5,4,4,1,1,1,1,2,4,1,2,2,4,4,3,3,0,4
197,GP,M,15,U,GT3,T,4,3,teacher,other,home,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,4,3,3,2,3,5,6,9,9,10,mother,1,2,0,no,yes,no,yes,yes,no,4,3,3,2,3,5,0,11,11,11,4,4,4,4,3,4,4,2,2,2,4,4,4,4,4,4,4,5,4,4,3,2,2,4,4,4,4,2,2,2,2,1,2,4,3,4,4,4,3,2,1,2,2,3,2,4,1,4,1,2,5,1,4,2,4,1,2,2,2,3,4,3,4,4,4,4,4,4,2,2,2,2,2,4,4,4,2,4,4,4,2,2,2,2,3,2,2,4,2,3,4,4,4,4,4,3,4,3,2,4,2,2,2,2,2,2,2,2,4,4,4,4,4,2,3,4,4,4,5,2,4,4,4,4,4,4,4,3,2,1,2,2,2,2,3,4,3,4,4,4,4,4,3,4,2,4,3,4,2,1,2,3,4,3,2,3,4,3,2,4,3,5,4
198,GP,M,15,U,GT3,T,4,3,teacher,other,reputation,yes,yes,mother,1,2,0,no,no,no,no,yes,no,4,4,1,1,1,1,0,13,14,15,mother,1,2,0,no,no,no,no,yes,no,4,4,1,1,1,1,0,12,13,14,3,4,4,4,4,4,4,2,2,2,4,3,4,4,4,3,4,4,2,2,1,1,1,1,3,4,4,3,1,2,5,1,2,3,3,2,3,4,3,3,2,2,2,3,3,1,1,3,1,4,2,2,2,4,4,1,4,4,2,2,2,2,2,4,3,4,3,3,2,2,2,4,3,4,4,4,2,3,5,3,2,3,2,2,2,2,2,3,1,4,3,4,4,3,3,1,3,3,1,2,4,3,4,3,3,3,3,3,2,3,3,4,4,2,2,2,3,2,2,2,4,4,4,5,2,4,3,4,2,2,2,2,2,2,2,4,3,4,4,3,4,4,3,3,4,3,3,4,3,3,2,3,2,2,1,1,3,2,2,2,4,4,3
199,GP,M,15,U,GT3,T,4,3,teacher,services,course,yes,yes,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,0,7,9,0,father,2,4,0,yes,yes,no,no,yes,no,2,2,2,1,1,3,6,9,11,11,5,4,4,5,4,5,5,2,1,1,4,4,5,4,3,4,3,3,3,1,2,1,3,3,4,4,3,3,3,2,3,1,2,5,5,4,5,5,4,1,2,2,2,1,2,3,4,3,2,1,2,1,4,3,4,2,4,4,3,3,5,3,3,4,2,3,2,3,3,1,1,3,3,4,4,4,4,3,4,1,3,1,1,4,4,2,3,2,2,3,3,3,3,2,4,3,3,4,3,3,3,2,2,2,3,3,3,2,3,3,3,3,4,1,1,4,3,3,2,2,3,3,3,4,3,3,4,3,3,1,2,3,3,3,4,4,4,5,4,4,3,3,1,4,3,4,3,3,1,2,2,2,3,3,4,4,2,2,4,3,3,3,2
2,GP,F,15,R,GT3,T,1,1,other,other,reputation,no,yes,mother,1,2,2,yes,yes,no,no,yes,yes,3,3,4,2,4,5,2,8,6,5,mother,1,2,0,yes,yes,no,no,yes,yes,3,3,4,2,4,5,2,13,11,11,4,3,3,3,3,2,4,3,2,3,3,3,4,4,4,4,2,3,3,3,4,1,1,2,2,4,2,1,5,4,3,4,4,3,3,3,4,4,3,3,2,3,4,3,4,3,3,4,5,2,2,3,1,3,3,4,3,1,3,4,3,3,3,3,2,2,2,3,4,3,3,4,3,4,2,4,2,1,3,2,3,2,2,4,5,4,5,5,3,1,2,2,2,3,3,3,2,3,3,3,3,3,2,4,4,3,4,4,2,2,1,3,4,4,4,5,5,5,4,4,1,1,2,2,3,3,3,2,2,4,2,2,2,4,4,3,3,3,3,4,4,3,2,4,3,4,3,3,2,2,3,3,3,5,5,4,4,4,4,3,1,4,2
20,GP,F,15,U,GT3,T,3,2,health,services,home,yes,yes,father,1,2,3,no,yes,no,no,yes,no,3,3,2,1,1,3,0,6,7,0,father,1,2,1,no,yes,no,no,yes,no,3,3,2,1,1,3,2,11,11,11,2,4,2,3,3,3,3,5,2,3,4,4,5,5,4,3,4,4,4,2,4,1,3,3,4,3,4,4,2,3,3,2,3,1,1,4,3,1,3,5,2,5,3,1,1,3,1,4,2,2,4,2,1,1,3,1,3,1,3,3,5,3,3,3,1,1,3,2,4,4,4,5,5,4,4,3,3,1,4,4,2,2,3,2,2,3,3,3,2,4,3,4,4,4,5,3,5,4,3,3,2,1,2,4,4,5,4,4,3,2,2,2,4,2,3,2,2,3,4,2,4,5,4,5,4,4,4,3,3,3,2,2,2,4,5,5,4,5,5,5,3,2,2,3,1,4,2,2,4,4,4,3,5,2,2,3,3,2,2,3,4,4,3
200,GP,M,15,U,GT3,T,4,4,health,health,other,yes,yes,father,1,1,0,no,yes,yes,no,yes,no,5,4,2,1,1,5,0,12,15,15,father,1,1,0,no,yes,yes,no,yes,no,5,4,2,1,1,5,0,11,12,12,2,2,1,1,2,1,2,4,4,5,3,4,4,5,4,4,3,4,4,3,4,1,1,1,1,2,2,1,4,4,5,4,4,3,5,4,4,4,2,3,2,2,2,1,1,2,1,1,1,4,5,4,1,3,4,1,2,1,2,2,4,4,4,1,1,1,1,1,4,5,2,5,4,4,3,5,1,1,1,2,1,1,2,5,4,4,5,4,5,2,2,1,1,4,4,2,4,5,4,2,4,1,1,4,4,4,5,5,1,1,1,1,2,4,4,4,5,4,1,5,2,2,2,3,3,4,4,2,1,1,1,4,2,5,4,5,5,5,3,5,2,1,1,5,2,4,4,4,2,1,1,2,4,5,4,4,5,2,4,4,1,1,2
201,GP,M,15,U,GT3,T,4,4,health,services,home,no,yes,mother,1,2,0,no,yes,yes,no,yes,no,5,4,2,3,4,5,0,9,11,12,mother,1,2,0,no,yes,yes,no,yes,no,5,4,2,3,4,5,0,10,11,11,4,4,5,5,4,4,4,5,1,1,4,4,4,5,5,5,3,4,5,1,3,4,1,3,4,3,1,1,5,2,3,2,3,5,5,5,4,5,3,1,1,1,2,1,1,4,4,4,1,1,2,2,2,5,5,5,5,5,1,1,1,1,1,2,4,3,4,4,5,5,1,5,4,1,4,1,1,5,5,3,5,5,4,3,5,5,3,4,1,3,3,3,3,3,4,4,4,1,3,2,4,4,4,5,2,1,5,5,4,1,1,2,5,5,3,4,5,5,4,4,1,1,4,3,4,5,5,3,2,1,3,2,5,3,5,3,3,2,3,3,4,1,3,5,1,5,5,3,5,1,5,1,5,5,1,5,5,1,5,5,1,3,5
202,GP,M,15,U,GT3,T,4,4,other,teacher,reputation,yes,no,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,2,11,13,14,father,2,2,0,no,yes,no,yes,yes,no,4,4,3,1,1,2,4,16,15,16,5,5,5,4,4,4,5,2,1,2,5,4,4,4,3,4,4,4,4,3,4,3,3,1,2,4,3,2,4,4,2,1,2,4,3,4,2,3,4,2,1,3,4,4,5,5,4,5,5,1,2,1,4,0,3,3,4,3,4,4,4,3,3,0,5,5,4,4,2,1,1,2,2,2,5,2,1,5,4,1,2,1,2,4,3,2,1,3,1,5,5,4,4,2,4,5,5,2,3,4,2,1,2,1,2,1,1,2,5,5,3,5,4,4,2,4,4,4,4,1,2,2,2,5,5,4,5,5,1,5,2,2,1,2,3,5,3,1,4,3,4,4,3,4,4,2,4,3,3,3,1,4,4,2,2,4,4,4,2,4,2,4,4
203,GP,M,15,U,GT3,T,4,4,services,other,course,no,yes,mother,1,1,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,4,10,13,14,mother,1,1,0,no,yes,yes,yes,yes,no,5,3,3,1,1,5,2,12,13,12,1,1,1,2,2,3,4,4,4,4,5,5,5,5,5,5,5,5,2,1,2,1,1,5,4,4,4,5,1,2,1,1,2,2,2,4,5,1,3,4,1,4,2,2,1,4,1,4,1,2,5,2,4,2,2,5,4,2,4,4,1,3,3,2,1,1,4,2,4,5,3,4,5,5,1,5,2,1,1,5,4,1,5,1,2,2,2,2,2,4,4,4,4,5,5,4,5,5,5,2,2,1,1,2,2,3,4,3,3,3,3,2,5,4,3,1,3,5,4,2,5,4,4,2,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,1,1,1,2,2,4,4,5,2,2,2,1,4,2,1,2,4,1,1,4,5,4,4
204,GP,M,15,U,GT3,T,4,4,services,services,reputation,yes,yes,mother,2,2,0,no,yes,no,yes,yes,no,4,3,1,1,1,5,0,17,16,17,mother,2,2,0,no,yes,no,yes,yes,no,4,3,1,1,1,5,2,15,15,15,4,5,4,4,5,4,4,4,3,3,4,4,4,5,5,4,5,5,4,2,2,1,2,2,4,4,4,4,2,3,3,2,2,5,4,4,4,5,2,2,2,3,2,4,4,5,4,3,2,1,2,1,1,3,4,2,4,4,2,4,5,2,4,5,4,4,5,4,1,5,2,3,2,4,5,4,1,4,3,3,3,2,2,2,2,4,2,3,1,3,4,4,4,4,4,2,3,4,2,3,2,3,3,2,3,2,3,3,4,4,4,4,4,3,2,3,4,3,4,2,3,2,5,3,4,4,4,3,2,2,2,2,2,2,5,4,2,3,3,4,5,4,3,4,3,4,4,4,4,4,3,4,3,2,2,3,2,2,3,3,4,4,5
205,GP,M,15,U,GT3,T,4,4,services,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,5,2,19,18,18,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,5,0,14,15,15,3,4,4,5,3,3,4,2,3,2,4,5,5,5,4,2,5,2,1,5,1,1,3,5,1,3,1,1,5,5,5,5,4,1,2,1,2,2,2,5,2,5,5,1,4,5,3,4,4,3,3,2,2,4,5,5,3,4,2,2,4,2,2,1,1,2,1,1,5,5,5,0,5,0,4,5,1,1,4,1,1,1,1,4,5,5,5,1,4,1,2,1,0,0,5,5,5,2,0,3,3,5,5,0,0,5,5,5,1,2,1,1,3,5,5,5,5,5,3,5,1,1,2,5,5,5,2,4,1,1,1,2,2,3,4,4,0,3,3,4,3,4,2,5,2,5,3,0,3,3,4,2,5,5,5,4,4,4,3,2,1,3,1
206,GP,M,15,U,GT3,T,4,4,teacher,health,reputation,yes,no,mother,1,2,0,no,yes,no,yes,yes,no,3,2,2,1,1,5,4,14,15,15,mother,1,2,0,no,yes,no,yes,yes,no,3,2,2,1,1,5,8,15,15,16,3,4,4,5,5,1,4,1,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,4,2,5,5,4,4,5,2,5,2,4,2,5,4,3,5,5,1,1,4,1,2,1,5,5,4,3,4,4,1,4,5,3,3,5,3,3,1,1,1,1,1,5,5,5,5,5,1,4,1,1,5,1,5,2,2,4,4,5,3,3,5,1,4,4,4,5,4,5,5,5,2,4,4,2,5,5,5,5,5,5,5,1,1,4,2,1,5,5,5,5,5,5,5,1,2,2,3,4,5,1,4,2,2,2,2,2,5,5,5,5,5,5,5,5,4,1,5,1,3,4,4,4,4,5,4,4,4,4,2,5,5,5,2,4,4,5
